ProductID,CustomerID,ProductType,Amount,TenureMonths,EMI,StartDate,EndDate,Status
P08346,C08346,Personal Loan,50000,60,8148.57,2023-11-12,2026-11-08,Defaulted
P08347,C08347,Car Insurance,50000,24,8662.89,2023-02-04,2027-04-28,Active
P08348,C08348,Home Loan,50000,120,4211.66,2021-09-03,2026-01-02,Active
P08350,C08350,Car Insurance,50000,60,9914.64,2024-05-16,2028-11-29,Active
P08351,C08351,Personal Loan,250000,60,9733.87,2024-03-01,2027-04-08,Closed
P08352,C08352,Health Insurance,500000,12,8106.76,2022-02-01,2028-12-19,Defaulted
P08358,C08358,Home Loan,50000,60,5129.65,2023-03-02,2028-01-14,Closed
P08363,C08363,Personal Loan,50000,12,3856.27,2023-02-12,2028-08-21,Defaulted
P08369,C08369,Personal Loan,250000,24,3060.11,2021-05-18,2027-03-19,Active
P08370,C08370,Personal Loan,250000,60,6169.87,2020-08-14,2027-06-16,Defaulted
P08372,C08372,Home Loan,250000,60,7718.41,2022-05-17,2027-10-16,Closed
P08373,C08373,Car Insurance,500000,12,8435.62,2023-07-01,2029-09-15,Defaulted
P08375,C08375,Home Loan,100000,24,3238.27,2020-09-19,2025-09-08,Defaulted
P08376,C08376,Health Insurance,50000,60,2582.15,2021-07-19,2029-08-16,Active
P08379,C08379,Car Insurance,50000,24,7343.43,2023-05-31,2030-05-17,Closed
P08381,C08381,Personal Loan,250000,60,8854.09,2021-03-29,2026-04-28,Active
P08382,C08382,Home Loan,500000,24,6788.94,2021-11-21,2025-11-11,Active
P08383,C08383,Car Insurance,100000,60,1791.51,2022-06-01,2029-11-25,Active
P08384,C08384,Home Loan,100000,60,4173.86,2023-02-03,2028-05-30,Closed
P08385,C08385,Health Insurance,250000,24,7440.7,2023-12-12,2027-12-17,Active
P08386,C08386,Car Insurance,100000,120,6381.12,2023-09-19,2026-10-29,Defaulted
P08388,C08388,Health Insurance,100000,120,7731.42,2023-08-14,2030-06-23,Closed
P08389,C08389,Home Loan,250000,120,8734.81,2021-05-13,2028-04-13,Closed
P08391,C08391,Home Loan,500000,120,6908.55,2023-07-24,2025-10-17,Closed
P08392,C08392,Health Insurance,500000,12,1973.56,2022-05-12,2028-04-09,Active
P08393,C08393,Personal Loan,50000,120,6419.04,2022-04-19,2026-05-10,Closed
P08395,C08395,Home Loan,50000,24,7266.19,2022-10-17,2027-04-13,Closed
P08396,C08396,Car Insurance,100000,12,7303.49,2022-12-18,2029-07-27,Defaulted
P08400,C08400,Personal Loan,100000,120,6360.14,2023-11-09,2030-01-10,Active
P08403,C08403,Home Loan,50000,60,2328.24,2020-08-28,2026-11-25,Closed
P08404,C08404,Health Insurance,50000,120,7534.31,2022-01-19,2025-11-17,Active
P08405,C08405,Health Insurance,50000,12,4503.72,2023-04-13,2027-04-18,Active
P08406,C08406,Personal Loan,50000,12,8413.2,2021-05-01,2026-08-10,Active
P08410,C08410,Car Insurance,50000,60,8348.04,2021-02-20,2027-09-05,Active
P08411,C08411,Car Insurance,50000,60,7195.15,2022-10-30,2027-12-26,Closed
P08412,C08412,Personal Loan,250000,12,5901.22,2022-09-16,2027-06-27,Active
P08414,C08414,Personal Loan,250000,120,5744.83,2024-07-20,2027-05-03,Closed
P08415,C08415,Car Insurance,500000,60,1257.27,2024-02-13,2026-08-02,Defaulted
P08420,C08420,Home Loan,100000,24,2168.75,2021-08-05,2029-03-05,Active
P08427,C08427,Car Insurance,100000,60,5512.18,2021-12-24,2028-02-07,Active
P08430,C08430,Car Insurance,500000,120,6615.75,2021-03-02,2026-01-16,Closed
P08432,C08432,Home Loan,500000,12,8536.43,2023-12-22,2028-09-01,Active
P08437,C08437,Personal Loan,50000,60,4347.98,2020-08-03,2030-04-17,Active
P08439,C08439,Personal Loan,50000,60,5455.21,2024-01-03,2028-01-27,Defaulted
P08440,C08440,Car Insurance,100000,12,7926.99,2023-07-26,2030-03-03,Closed
P08441,C08441,Car Insurance,250000,120,1036.57,2020-08-12,2029-07-19,Active
P08442,C08442,Home Loan,250000,24,9975.08,2022-10-10,2027-03-10,Defaulted
P08443,C08443,Personal Loan,100000,24,1577.44,2022-11-09,2026-11-10,Defaulted
P08445,C08445,Car Insurance,100000,24,6116.39,2022-09-30,2028-05-16,Active
P08446,C08446,Car Insurance,500000,60,9528.51,2020-11-01,2027-03-10,Closed
P08447,C08447,Home Loan,100000,60,8033.49,2021-11-12,2028-08-24,Defaulted
P08448,C08448,Home Loan,500000,12,6557.04,2023-04-17,2028-05-17,Defaulted
P08450,C08450,Personal Loan,100000,12,8338.39,2021-06-09,2028-05-31,Active
P08451,C08451,Car Insurance,500000,60,8193.08,2021-10-28,2028-06-22,Active
P08456,C08456,Health Insurance,250000,120,4853.54,2021-08-15,2026-09-14,Closed
P08457,C08457,Home Loan,250000,24,9630.98,2023-10-20,2028-02-07,Closed
P08461,C08461,Car Insurance,100000,60,8261.6,2024-05-05,2027-10-15,Closed
P08463,C08463,Personal Loan,50000,60,5240.88,2023-06-15,2025-10-08,Defaulted
P08466,C08466,Car Insurance,500000,120,5355.37,2022-09-21,2027-09-12,Active
P08469,C08469,Health Insurance,100000,60,8882.56,2021-01-17,2026-02-11,Closed
P08470,C08470,Health Insurance,50000,60,8492.78,2021-09-17,2027-09-26,Active
P08471,C08471,Personal Loan,250000,120,6641.05,2020-09-19,2028-08-20,Active
P08472,C08472,Health Insurance,250000,120,1909.32,2020-07-30,2025-10-19,Active
P08474,C08474,Personal Loan,50000,120,6651.83,2023-02-26,2025-12-27,Closed
P08480,C08480,Car Insurance,100000,120,6867.37,2023-11-10,2027-05-20,Defaulted
P08481,C08481,Health Insurance,50000,12,3353.5,2021-01-15,2030-05-31,Active
P08486,C08486,Health Insurance,250000,24,1593.95,2023-12-29,2026-05-01,Closed
P08490,C08490,Personal Loan,100000,60,5355.81,2023-10-19,2030-04-07,Active
P08498,C08498,Health Insurance,250000,120,5957.46,2023-08-13,2030-06-25,Defaulted
P08500,C08500,Personal Loan,500000,120,2238.92,2020-07-25,2025-12-22,Defaulted
P08501,C08501,Car Insurance,100000,24,1961.84,2021-06-18,2026-10-29,Active
P08504,C08504,Personal Loan,500000,120,3362.92,2024-03-26,2030-04-14,Closed
P08509,C08509,Car Insurance,250000,120,6258.54,2023-04-18,2028-12-19,Defaulted
P08511,C08511,Car Insurance,100000,24,4852.08,2023-05-26,2026-09-23,Closed
P08514,C08514,Home Loan,100000,12,8755.09,2022-10-22,2030-02-07,Closed
P08516,C08516,Home Loan,250000,60,8923.75,2021-08-19,2028-12-07,Active
P08521,C08521,Car Insurance,50000,24,8915.95,2024-01-19,2029-12-19,Closed
P08524,C08524,Home Loan,50000,24,1799.32,2024-07-11,2025-11-19,Active
P08528,C08528,Health Insurance,100000,120,2554.56,2023-02-09,2028-01-26,Defaulted
P08529,C08529,Home Loan,500000,120,1685.5,2021-02-20,2028-05-27,Closed
P08530,C08530,Personal Loan,250000,24,3523.0,2021-12-09,2030-01-16,Defaulted
P08536,C08536,Health Insurance,100000,120,5535.41,2023-06-28,2026-07-01,Active
P08539,C08539,Health Insurance,250000,120,9052.56,2021-07-07,2026-08-24,Closed
P08540,C08540,Health Insurance,50000,120,2615.47,2022-01-25,2027-12-17,Active
P08547,C08547,Health Insurance,100000,120,3762.37,2021-10-29,2028-04-28,Closed
P08549,C08549,Car Insurance,250000,24,2271.61,2022-11-03,2026-06-20,Defaulted
P08551,C08551,Home Loan,500000,120,5013.73,2022-03-07,2028-11-29,Defaulted
P08556,C08556,Home Loan,50000,24,8152.95,2022-08-01,2029-12-05,Active
P08558,C08558,Car Insurance,50000,120,2281.01,2021-02-15,2026-07-05,Closed
P08561,C08561,Health Insurance,500000,12,9961.03,2020-08-30,2027-04-19,Active
P08564,C08564,Health Insurance,500000,12,4979.92,2024-07-01,2027-08-18,Defaulted
P08568,C08568,Health Insurance,250000,60,9100.51,2021-03-06,2029-06-18,Closed
P08572,C08572,Car Insurance,50000,12,1257.39,2020-11-10,2030-04-10,Closed
P08577,C08577,Home Loan,50000,24,6130.89,2020-11-19,2026-09-17,Defaulted
P08579,C08579,Health Insurance,100000,60,3649.91,2022-12-13,2027-06-14,Active
P08581,C08581,Car Insurance,50000,60,8990.46,2021-03-29,2028-11-08,Defaulted
P08582,C08582,Car Insurance,250000,24,6406.76,2024-02-29,2028-10-12,Defaulted
P08583,C08583,Personal Loan,250000,120,4927.21,2022-05-10,2029-06-23,Defaulted
P08584,C08584,Health Insurance,500000,12,8242.09,2021-06-17,2028-10-10,Defaulted
P08585,C08585,Home Loan,500000,12,2493.99,2022-03-11,2028-03-19,Closed
P08587,C08587,Personal Loan,500000,12,2826.9,2022-09-29,2030-06-11,Defaulted
P08588,C08588,Home Loan,250000,60,1416.57,2023-06-22,2030-03-03,Active
P08593,C08593,Car Insurance,50000,12,1883.58,2024-04-12,2027-01-22,Closed
P08594,C08594,Personal Loan,100000,120,9559.94,2023-09-03,2028-10-18,Defaulted
P08595,C08595,Home Loan,100000,24,8224.76,2021-05-05,2025-12-30,Defaulted
P08597,C08597,Health Insurance,250000,120,5340.14,2024-06-15,2028-05-10,Active
P08599,C08599,Personal Loan,250000,120,4372.86,2021-02-18,2030-07-04,Defaulted
P08603,C08603,Personal Loan,100000,24,5119.06,2020-08-16,2029-05-06,Closed
P08604,C08604,Health Insurance,50000,12,5858.53,2024-04-18,2028-07-16,Defaulted
P08605,C08605,Car Insurance,500000,12,4568.71,2022-01-28,2027-09-07,Defaulted
P08607,C08607,Health Insurance,250000,12,1666.18,2022-11-08,2027-03-11,Defaulted
P08608,C08608,Health Insurance,500000,24,4748.22,2023-12-20,2029-08-12,Active
P08610,C08610,Home Loan,500000,24,1875.87,2023-05-15,2027-02-07,Active
P08611,C08611,Home Loan,100000,60,7369.63,2024-05-31,2029-11-12,Closed
P08612,C08612,Car Insurance,50000,60,9635.46,2024-03-17,2028-05-21,Defaulted
P08614,C08614,Home Loan,250000,60,7809.02,2022-06-30,2030-02-19,Defaulted
P08619,C08619,Home Loan,50000,120,5438.3,2022-05-19,2026-05-24,Active
P08620,C08620,Personal Loan,100000,120,1837.75,2023-01-18,2029-12-11,Closed
P08623,C08623,Personal Loan,500000,12,9855.38,2024-07-11,2029-03-10,Active
P08626,C08626,Health Insurance,50000,120,6131.7,2023-03-21,2027-04-06,Closed
P08628,C08628,Personal Loan,500000,60,7776.32,2022-03-04,2027-04-30,Closed
P08630,C08630,Health Insurance,50000,60,6223.51,2024-02-25,2026-05-23,Defaulted
P08634,C08634,Health Insurance,50000,12,6300.13,2023-02-13,2026-12-07,Active
P08635,C08635,Personal Loan,250000,12,9632.91,2021-12-11,2026-06-04,Defaulted
P08645,C08645,Home Loan,250000,24,2112.84,2023-03-11,2028-05-20,Active
P08646,C08646,Home Loan,500000,60,7371.36,2023-02-17,2026-05-31,Defaulted
P08647,C08647,Personal Loan,100000,12,7020.39,2021-06-17,2026-08-25,Closed
P08648,C08648,Personal Loan,100000,120,3735.88,2023-06-01,2029-06-19,Active
P08649,C08649,Car Insurance,100000,12,1630.32,2022-10-16,2027-11-26,Defaulted
P08651,C08651,Car Insurance,500000,60,4035.18,2024-06-15,2027-05-16,Defaulted
P08653,C08653,Home Loan,250000,24,4562.93,2023-10-05,2029-12-16,Closed
P08655,C08655,Home Loan,50000,24,3636.2,2021-12-29,2028-02-28,Defaulted
P08656,C08656,Health Insurance,100000,12,6192.23,2024-02-12,2026-05-17,Active
P08657,C08657,Home Loan,250000,120,4485.25,2024-05-09,2027-02-04,Active
P08658,C08658,Home Loan,500000,60,8340.17,2021-09-06,2028-03-23,Active
P08660,C08660,Health Insurance,500000,60,7704.31,2023-06-27,2027-04-04,Closed
P08662,C08662,Personal Loan,100000,24,8991.91,2020-09-16,2029-05-03,Active
P08665,C08665,Personal Loan,250000,24,1525.13,2022-07-18,2030-01-09,Defaulted
P08667,C08667,Health Insurance,500000,120,7574.16,2020-09-24,2029-05-21,Closed
P08668,C08668,Car Insurance,500000,60,8433.16,2023-01-31,2026-08-25,Closed
P08670,C08670,Health Insurance,500000,120,3529.44,2022-05-27,2026-10-08,Active
P08671,C08671,Health Insurance,500000,60,2579.87,2023-09-25,2026-12-03,Closed
P08672,C08672,Home Loan,250000,120,2394.15,2024-07-22,2029-06-28,Closed
P08674,C08674,Car Insurance,500000,60,9957.49,2021-01-23,2028-06-22,Defaulted
P08676,C08676,Personal Loan,100000,12,3726.06,2022-03-17,2027-11-09,Active
P08681,C08681,Home Loan,250000,60,2952.07,2023-01-14,2029-01-13,Closed
P08686,C08686,Car Insurance,500000,12,9641.39,2022-10-19,2027-02-14,Closed
P08688,C08688,Personal Loan,250000,12,6960.96,2020-07-31,2026-12-13,Closed
P08691,C08691,Car Insurance,250000,24,2883.31,2023-10-05,2025-11-15,Active
P08701,C08701,Personal Loan,250000,24,4679.4,2022-01-03,2027-04-17,Closed
P08705,C08705,Home Loan,500000,24,2369.12,2022-02-21,2029-06-10,Active
P08707,C08707,Health Insurance,100000,12,3909.27,2022-06-28,2026-06-27,Closed
P08708,C08708,Home Loan,500000,60,7554.31,2022-07-17,2027-09-27,Active
P08712,C08712,Health Insurance,500000,24,6209.82,2021-04-02,2026-06-08,Defaulted
P08715,C08715,Health Insurance,100000,120,5314.61,2022-12-31,2028-03-06,Closed
P08717,C08717,Home Loan,100000,12,4099.3,2021-12-23,2030-01-23,Closed
P08719,C08719,Health Insurance,50000,24,3449.53,2023-09-12,2029-09-01,Active
P08720,C08720,Health Insurance,500000,12,5378.94,2020-11-01,2027-01-18,Defaulted
P08722,C08722,Car Insurance,50000,60,9095.2,2020-10-23,2028-08-29,Closed
P08725,C08725,Personal Loan,100000,24,8318.32,2021-01-21,2028-01-04,Defaulted
P08726,C08726,Home Loan,100000,120,4846.37,2021-04-18,2027-05-25,Closed
P08728,C08728,Health Insurance,250000,12,1104.51,2022-06-05,2027-09-02,Active
P08733,C08733,Health Insurance,50000,120,2748.42,2022-07-17,2030-02-24,Closed
P08734,C08734,Home Loan,100000,12,9990.98,2020-12-01,2025-09-14,Active
P08736,C08736,Health Insurance,100000,60,5159.58,2020-09-29,2027-09-10,Closed
P08737,C08737,Car Insurance,500000,60,7325.69,2021-11-21,2029-12-04,Active
P08738,C08738,Home Loan,100000,120,6306.26,2023-08-15,2026-12-13,Defaulted
P08740,C08740,Health Insurance,100000,120,3236.92,2021-07-02,2029-03-04,Defaulted
P08745,C08745,Personal Loan,50000,24,3670.24,2023-07-29,2025-11-11,Closed
P08747,C08747,Health Insurance,250000,24,2501.46,2024-02-21,2028-10-26,Active
P08748,C08748,Home Loan,100000,120,3993.5,2023-02-27,2027-06-23,Closed
P08749,C08749,Home Loan,100000,120,4231.76,2022-03-24,2027-04-26,Defaulted
P08752,C08752,Car Insurance,100000,60,1927.89,2022-09-15,2027-05-28,Closed
P08753,C08753,Car Insurance,500000,12,2058.87,2023-11-09,2027-09-12,Closed
P08755,C08755,Home Loan,100000,24,7381.05,2024-01-29,2027-11-01,Active
P08760,C08760,Car Insurance,100000,60,2769.36,2021-04-07,2029-02-12,Closed
P08761,C08761,Car Insurance,50000,12,4236.19,2020-10-28,2028-03-14,Closed
P08763,C08763,Health Insurance,250000,120,6367.55,2021-03-17,2030-01-17,Active
P08766,C08766,Health Insurance,500000,120,5530.76,2023-10-06,2025-08-24,Defaulted
P08767,C08767,Car Insurance,100000,120,1984.6,2023-04-29,2026-05-21,Active
P08768,C08768,Car Insurance,500000,120,6154.52,2021-07-28,2025-09-26,Defaulted
P08770,C08770,Personal Loan,50000,12,1852.35,2022-06-03,2026-12-16,Closed
P08773,C08773,Home Loan,500000,120,5301.28,2022-12-04,2028-07-21,Defaulted
P08775,C08775,Car Insurance,50000,24,1617.81,2022-04-13,2026-05-29,Closed
P08776,C08776,Home Loan,100000,120,4896.03,2024-03-06,2028-09-02,Closed
P08777,C08777,Personal Loan,500000,120,7721.48,2024-04-08,2028-07-20,Active
P08779,C08779,Health Insurance,100000,12,3991.53,2023-10-28,2029-10-19,Active
P08780,C08780,Health Insurance,50000,12,7533.49,2024-06-26,2029-07-21,Active
P08781,C08781,Car Insurance,250000,12,3117.14,2022-09-24,2026-07-11,Closed
P08784,C08784,Personal Loan,500000,120,2985.72,2023-07-31,2027-03-03,Active
P08785,C08785,Personal Loan,50000,60,4551.6,2022-08-22,2029-08-14,Active
P08788,C08788,Health Insurance,100000,60,3599.85,2021-10-15,2029-06-29,Defaulted
P08790,C08790,Car Insurance,50000,120,3209.07,2023-02-04,2030-04-17,Defaulted
P08793,C08793,Personal Loan,250000,12,5302.3,2020-09-11,2026-02-03,Closed
P08795,C08795,Health Insurance,50000,120,1450.61,2021-04-29,2029-01-07,Defaulted
P08806,C08806,Home Loan,100000,60,8612.16,2021-09-01,2029-08-11,Active
P08814,C08814,Health Insurance,50000,12,5125.92,2021-07-22,2025-08-22,Closed
P08816,C08816,Personal Loan,250000,60,1466.72,2021-11-02,2029-12-16,Defaulted
P08819,C08819,Personal Loan,100000,60,6848.88,2021-11-30,2030-06-07,Closed
P08820,C08820,Car Insurance,100000,120,3770.2,2023-01-29,2029-09-07,Closed
P08821,C08821,Car Insurance,250000,24,6697.08,2021-07-15,2026-12-31,Active
P08823,C08823,Personal Loan,50000,120,5752.82,2021-01-11,2027-12-30,Active
P08828,C08828,Health Insurance,100000,12,1950.02,2021-03-21,2029-03-05,Closed
P08830,C08830,Car Insurance,250000,12,5820.34,2022-02-21,2026-09-19,Closed
P08832,C08832,Health Insurance,50000,120,2242.9,2022-10-28,2027-06-05,Defaulted
P08834,C08834,Personal Loan,500000,24,4553.12,2022-05-24,2027-03-20,Defaulted
P08836,C08836,Car Insurance,500000,60,4462.08,2022-06-25,2028-06-14,Active
P08838,C08838,Home Loan,250000,12,1761.62,2022-02-05,2026-11-17,Defaulted
P08844,C08844,Health Insurance,250000,24,7504.56,2022-09-23,2026-10-21,Defaulted
P08846,C08846,Home Loan,250000,24,5652.75,2021-12-26,2027-06-10,Defaulted
P08848,C08848,Car Insurance,250000,12,8892.05,2022-04-06,2028-04-07,Closed
P08853,C08853,Health Insurance,500000,120,3404.29,2024-04-21,2028-02-25,Defaulted
P08857,C08857,Health Insurance,250000,24,2150.82,2023-08-18,2028-06-12,Defaulted
P08858,C08858,Home Loan,50000,12,6566.5,2021-10-12,2028-12-30,Active
P08859,C08859,Car Insurance,50000,12,8780.49,2023-02-07,2029-03-26,Active
P08860,C08860,Home Loan,250000,120,8237.53,2022-06-02,2025-11-05,Closed
P08862,C08862,Car Insurance,250000,60,9627.47,2022-12-09,2026-03-11,Defaulted
P08867,C08867,Home Loan,50000,60,8424.43,2024-04-20,2029-06-02,Defaulted
P08876,C08876,Home Loan,50000,120,6386.28,2022-05-15,2029-04-10,Closed
P08879,C08879,Car Insurance,250000,60,6398.7,2020-10-18,2028-09-13,Defaulted
P08880,C08880,Home Loan,50000,120,7814.81,2021-06-16,2030-07-09,Active
P08886,C08886,Car Insurance,100000,12,9448.02,2023-08-01,2026-06-30,Active
P08887,C08887,Home Loan,500000,120,7497.11,2022-06-06,2028-03-13,Closed
P08888,C08888,Car Insurance,100000,60,1357.03,2020-08-22,2030-06-23,Closed
P08891,C08891,Health Insurance,100000,12,2462.2,2022-12-21,2027-07-31,Closed
P08892,C08892,Car Insurance,50000,24,8627.26,2024-01-25,2026-07-07,Defaulted
P08894,C08894,Home Loan,100000,60,3764.69,2020-11-13,2030-03-13,Defaulted
P08896,C08896,Personal Loan,100000,12,8533.41,2020-07-28,2028-06-28,Closed
P08901,C08901,Personal Loan,50000,60,5649.86,2023-10-05,2027-11-22,Closed
P08909,C08909,Home Loan,50000,12,8322.45,2020-12-29,2026-11-05,Defaulted
P08913,C08913,Home Loan,500000,120,7591.99,2023-10-15,2026-10-02,Active
P08914,C08914,Personal Loan,50000,12,7645.53,2023-09-23,2025-08-10,Defaulted
P08917,C08917,Health Insurance,250000,60,9310.98,2022-03-20,2027-09-30,Closed
P08918,C08918,Personal Loan,500000,24,5333.89,2022-05-17,2030-07-02,Defaulted
P08920,C08920,Car Insurance,500000,24,2254.82,2023-05-26,2030-07-06,Active
P08921,C08921,Home Loan,100000,24,7766.66,2020-08-31,2026-06-17,Closed
P08924,C08924,Personal Loan,500000,120,5411.49,2023-01-15,2025-11-19,Active
P08930,C08930,Home Loan,50000,120,3042.56,2023-10-11,2028-05-25,Closed
P08934,C08934,Home Loan,250000,24,9413.22,2021-01-12,2030-06-06,Active
P08936,C08936,Health Insurance,500000,120,7117.75,2024-05-06,2030-06-26,Defaulted
P08937,C08937,Home Loan,50000,24,8332.59,2021-10-06,2029-03-10,Closed
P08938,C08938,Home Loan,500000,24,8347.05,2024-05-05,2029-08-10,Active
P08940,C08940,Health Insurance,250000,60,2053.12,2021-08-19,2026-09-15,Closed
P08942,C08942,Personal Loan,100000,120,4193.73,2022-04-18,2030-06-03,Defaulted
P08943,C08943,Personal Loan,100000,60,1468.09,2022-08-27,2030-02-28,Active
P08944,C08944,Health Insurance,250000,24,2378.39,2021-03-07,2027-09-29,Closed
P08945,C08945,Health Insurance,50000,60,6533.25,2023-08-27,2029-04-04,Active
P08947,C08947,Home Loan,250000,120,5691.62,2024-02-14,2029-01-05,Active
P08952,C08952,Health Insurance,100000,24,2165.9,2021-05-13,2026-02-15,Defaulted
P08953,C08953,Home Loan,50000,12,6224.28,2021-02-18,2029-07-20,Active
P08959,C08959,Health Insurance,50000,60,4771.02,2024-05-25,2027-01-24,Closed
P08960,C08960,Home Loan,100000,120,2395.11,2020-10-17,2027-07-11,Closed
P08967,C08967,Personal Loan,100000,24,9068.65,2021-12-16,2027-03-08,Closed
P08968,C08968,Car Insurance,50000,24,6660.41,2022-02-04,2028-06-09,Active
P08972,C08972,Home Loan,100000,120,5221.03,2023-11-23,2029-02-02,Active
P08975,C08975,Home Loan,100000,60,2687.37,2021-01-20,2029-08-25,Active
P08976,C08976,Personal Loan,100000,120,8954.91,2023-04-30,2028-07-27,Closed
P08978,C08978,Personal Loan,50000,60,7158.49,2021-05-24,2029-09-07,Closed
P08980,C08980,Health Insurance,100000,24,6513.57,2021-12-21,2028-03-17,Defaulted
P08981,C08981,Personal Loan,50000,120,4077.72,2021-09-26,2026-02-24,Defaulted
P08984,C08984,Car Insurance,100000,60,3471.87,2024-04-15,2027-05-12,Active
P08986,C08986,Home Loan,100000,60,6737.76,2023-03-03,2027-10-25,Active
P08988,C08988,Personal Loan,100000,120,9168.47,2021-11-11,2028-04-16,Closed
P08993,C08993,Health Insurance,100000,120,9997.89,2021-04-02,2028-06-20,Defaulted
P08994,C08994,Personal Loan,500000,60,8660.24,2022-06-29,2027-11-29,Active
P08995,C08995,Personal Loan,500000,24,9541.84,2021-05-14,2029-01-07,Defaulted
P09003,C09003,Personal Loan,100000,120,2765.82,2021-10-13,2026-10-12,Defaulted
P09008,C09008,Health Insurance,50000,24,8101.86,2024-01-08,2026-12-19,Closed
P09010,C09010,Car Insurance,100000,24,4209.01,2024-02-24,2027-03-03,Closed
P09011,C09011,Personal Loan,250000,60,4764.9,2022-02-20,2028-08-08,Active
P09014,C09014,Car Insurance,100000,24,3927.88,2022-03-13,2027-12-30,Active
P09017,C09017,Health Insurance,100000,60,5735.55,2020-08-02,2025-12-15,Closed
P09021,C09021,Personal Loan,100000,120,5073.81,2023-03-02,2027-10-03,Closed
P09027,C09027,Health Insurance,500000,12,2248.02,2024-02-20,2025-09-27,Defaulted
P09028,C09028,Personal Loan,50000,12,3945.06,2022-06-08,2029-07-29,Active
P09029,C09029,Health Insurance,500000,60,8682.87,2023-02-12,2030-03-11,Defaulted
P09030,C09030,Car Insurance,50000,24,1774.73,2022-10-23,2029-07-17,Defaulted
P09032,C09032,Home Loan,100000,24,7826.19,2024-01-22,2028-07-25,Defaulted
P09034,C09034,Home Loan,500000,60,5442.57,2024-02-02,2025-12-01,Closed
P09037,C09037,Personal Loan,500000,24,5035.39,2021-06-26,2028-10-08,Closed
P09038,C09038,Car Insurance,50000,12,4740.27,2023-12-06,2029-09-27,Closed
P09039,C09039,Personal Loan,500000,120,3974.08,2022-12-20,2028-01-11,Closed
P09040,C09040,Home Loan,100000,12,6492.85,2020-11-09,2025-09-14,Active
P09046,C09046,Car Insurance,500000,24,3526.43,2021-11-01,2027-07-25,Defaulted
P09048,C09048,Car Insurance,50000,12,2601.83,2023-09-29,2027-03-04,Defaulted
P09052,C09052,Car Insurance,250000,120,4928.48,2023-03-05,2029-05-16,Defaulted
P09053,C09053,Car Insurance,50000,120,7043.36,2023-10-07,2027-02-05,Closed
P09054,C09054,Personal Loan,50000,120,8872.42,2022-05-26,2029-12-09,Active
P09055,C09055,Personal Loan,100000,60,6303.18,2022-05-20,2026-10-16,Active
P09059,C09059,Home Loan,100000,24,2515.53,2023-01-27,2027-02-01,Defaulted
P09060,C09060,Health Insurance,500000,24,1392.2,2023-05-15,2029-10-06,Closed
P09064,C09064,Home Loan,500000,120,2317.29,2022-06-11,2025-08-28,Closed
P09065,C09065,Car Insurance,100000,60,1487.01,2022-10-26,2030-06-20,Defaulted
P09066,C09066,Health Insurance,500000,12,6559.72,2022-01-26,2026-09-27,Closed
P09067,C09067,Car Insurance,50000,120,4149.12,2021-06-24,2029-02-05,Active
P09068,C09068,Personal Loan,250000,24,7320.54,2020-08-03,2029-12-29,Active
P09069,C09069,Personal Loan,500000,120,6414.91,2024-07-21,2026-07-18,Closed
P09071,C09071,Health Insurance,50000,120,2817.91,2021-09-27,2029-02-27,Defaulted
P09074,C09074,Home Loan,50000,12,6736.97,2024-06-01,2026-10-28,Active
P09078,C09078,Car Insurance,500000,60,8415.5,2024-03-23,2026-06-05,Defaulted
P09079,C09079,Personal Loan,100000,120,4762.37,2023-07-24,2027-11-08,Closed
P09080,C09080,Personal Loan,250000,120,4119.43,2023-06-26,2029-06-08,Defaulted
P09082,C09082,Car Insurance,500000,120,6003.62,2020-08-06,2028-09-25,Active
P09083,C09083,Health Insurance,500000,60,9137.68,2023-12-11,2025-08-20,Defaulted
P09089,C09089,Personal Loan,50000,120,2348.49,2023-05-12,2026-03-31,Active
P09090,C09090,Car Insurance,250000,60,6839.88,2021-03-17,2026-12-15,Active
P09094,C09094,Personal Loan,100000,24,8771.77,2021-01-09,2028-10-04,Active
P09095,C09095,Home Loan,100000,120,9669.43,2020-11-16,2026-04-16,Defaulted
P09105,C09105,Health Insurance,100000,24,5399.99,2024-06-07,2027-07-05,Defaulted
P09112,C09112,Personal Loan,100000,12,6532.82,2023-06-26,2026-03-24,Active
P09113,C09113,Car Insurance,500000,24,8641.88,2023-01-22,2027-09-03,Active
P09115,C09115,Personal Loan,500000,24,7127.39,2021-06-10,2027-08-28,Active
P09117,C09117,Personal Loan,50000,12,5728.84,2022-11-11,2030-07-09,Defaulted
P09118,C09118,Health Insurance,250000,120,9617.26,2022-06-24,2028-05-16,Active
P09119,C09119,Car Insurance,100000,60,8443.37,2022-10-06,2027-04-02,Closed
P09120,C09120,Home Loan,500000,12,6698.85,2024-07-19,2026-06-03,Defaulted
P09121,C09121,Health Insurance,250000,60,8314.71,2021-05-02,2030-01-06,Active
P09122,C09122,Car Insurance,50000,60,4204.98,2023-03-01,2028-12-06,Defaulted
P09123,C09123,Home Loan,50000,120,9448.94,2023-08-30,2028-10-13,Closed
P09124,C09124,Car Insurance,500000,120,1655.92,2024-06-09,2025-09-08,Defaulted
P09126,C09126,Home Loan,100000,60,3582.67,2021-05-17,2027-02-23,Closed
P09128,C09128,Car Insurance,250000,60,3307.44,2022-04-05,2026-03-27,Closed
P09131,C09131,Health Insurance,100000,120,6101.57,2023-06-20,2026-04-28,Closed
P09132,C09132,Personal Loan,100000,120,9097.7,2021-03-24,2028-04-30,Defaulted
