TransactionID,AccountID,Date,Type,Amount,Description,Channel
T025635,A01911,2025-05-30,Credit,36146.45,Salary Credit,Branch
T025636,A03378,2024-11-11,Debit,45353.01,Bill Payment,Online
T025637,A00472,2024-12-16,Debit,14035.02,Bill Payment,Branch
T025638,A02901,2024-08-15,Credit,36454.8,Salary Credit,Mobile App
T025639,A00861,2025-06-22,Debit,15262.84,Online Transfer,Mobile App
T025640,A09536,2024-08-23,Debit,45145.64,ATM Withdrawal,Branch
T025641,A07238,2024-09-12,Credit,25594.88,Online Transfer,Mobile App
T025642,A03226,2025-06-21,Debit,9501.5,ATM Withdrawal,Branch
T025643,A04541,2025-06-02,Credit,43850.72,Salary Credit,Mobile App
T025644,A07163,2025-02-23,Credit,22116.71,Online Transfer,ATM
T025645,A08985,2025-03-10,Credit,30727.41,Online Transfer,ATM
T025646,A02070,2025-02-06,Debit,39649.94,Online Transfer,Mobile App
T025647,A08542,2025-03-14,Credit,20209.3,Salary Credit,Online
T025648,A02524,2025-05-10,Debit,39573.07,Online Transfer,Mobile App
T025649,A09540,2025-06-27,Debit,28794.37,ATM Withdrawal,Mobile App
T025650,A06995,2024-10-06,Debit,29252.64,Salary Credit,ATM
T025651,A08153,2024-12-13,Credit,3819.38,Bill Payment,Mobile App
T025652,A02312,2024-09-07,Debit,28463.59,ATM Withdrawal,Branch
T025653,A04532,2025-04-10,Debit,1487.53,Salary Credit,Mobile App
T025654,A05694,2025-04-06,Debit,15485.19,ATM Withdrawal,Online
T025655,A03767,2024-12-23,Debit,6388.5,Salary Credit,Online
T025656,A03117,2025-01-17,Debit,26824.7,Bill Payment,Branch
T025657,A08130,2024-10-24,Debit,35399.41,Salary Credit,ATM
T025658,A02354,2025-03-13,Credit,38759.36,ATM Withdrawal,Online
T025659,A03054,2025-07-18,Credit,5147.17,Online Transfer,Branch
T025660,A05905,2024-11-08,Credit,6594.75,Salary Credit,ATM
T025661,A09894,2024-09-30,Credit,34614.44,Salary Credit,Online
T025662,A04981,2025-04-15,Credit,37797.65,Salary Credit,ATM
T025663,A04024,2025-06-27,Debit,4774.72,Salary Credit,ATM
T025664,A08587,2025-04-12,Credit,25735.38,ATM Withdrawal,ATM
T025665,A06485,2025-06-07,Credit,37908.88,Salary Credit,Branch
T025666,A03564,2024-08-21,Credit,41022.51,Salary Credit,Mobile App
T025667,A06735,2024-11-06,Debit,47405.38,Online Transfer,Online
T025668,A08284,2025-02-07,Credit,42143.25,Online Transfer,Mobile App
T025669,A05326,2025-04-02,Debit,28853.23,Salary Credit,Online
T025670,A01448,2025-06-15,Credit,19863.17,Bill Payment,Branch
T025671,A03943,2024-10-07,Credit,14136.11,Online Transfer,Online
T025672,A08181,2025-02-20,Debit,30016.24,Salary Credit,Mobile App
T025673,A03344,2025-05-05,Credit,30235.25,Salary Credit,Branch
T025674,A01655,2024-12-18,Debit,27248.66,Online Transfer,Online
T025675,A09096,2024-09-19,Credit,21258.39,Bill Payment,Mobile App
T025676,A08349,2025-05-23,Debit,30837.3,Bill Payment,Mobile App
T025677,A02040,2025-02-11,Debit,44269.11,Salary Credit,ATM
T025678,A02028,2024-11-08,Debit,38481.66,Online Transfer,ATM
T025679,A09240,2024-12-11,Credit,39362.25,Online Transfer,ATM
T025680,A00577,2024-11-27,Debit,18073.59,Salary Credit,Mobile App
T025681,A08156,2024-09-05,Debit,4776.52,Salary Credit,Branch
T025682,A05393,2024-10-08,Debit,29056.57,Online Transfer,ATM
T025683,A09962,2025-05-12,Credit,40372.69,Online Transfer,Mobile App
T025684,A03317,2025-06-21,Credit,14048.57,Online Transfer,ATM
T025685,A04273,2024-12-07,Credit,23215.58,Salary Credit,Branch
T025686,A00888,2024-08-21,Credit,3109.61,Online Transfer,Online
T025687,A01313,2025-07-14,Debit,33886.45,Salary Credit,Online
T025688,A05705,2024-12-10,Debit,21858.91,Bill Payment,Branch
T025689,A03360,2025-04-27,Credit,6084.09,ATM Withdrawal,Branch
T025690,A05824,2024-07-31,Debit,27292.96,Bill Payment,Mobile App
T025691,A05870,2024-11-11,Credit,28546.03,Online Transfer,Mobile App
T025692,A08491,2025-04-04,Debit,40423.69,Salary Credit,ATM
T025693,A04844,2025-04-10,Debit,11333.79,Bill Payment,Mobile App
T025694,A05959,2025-03-04,Debit,6097.81,Bill Payment,Online
T025695,A07699,2025-05-30,Credit,47928.38,ATM Withdrawal,Mobile App
T025696,A00844,2025-03-20,Credit,1490.17,ATM Withdrawal,Branch
T025697,A09396,2025-04-24,Debit,49439.46,Bill Payment,Mobile App
T025698,A09023,2024-11-08,Debit,7739.37,ATM Withdrawal,Mobile App
T025699,A02655,2025-05-28,Debit,47399.5,ATM Withdrawal,ATM
T025700,A06777,2024-10-30,Credit,43830.83,Salary Credit,ATM
T025701,A07413,2025-05-19,Debit,5203.52,Salary Credit,ATM
T025702,A05554,2025-02-02,Debit,43910.21,Bill Payment,Online
T025703,A09206,2025-03-17,Credit,31484.62,Bill Payment,Mobile App
T025704,A00358,2024-07-26,Credit,38003.77,Salary Credit,Branch
T025705,A02520,2025-04-07,Debit,47702.15,Bill Payment,ATM
T025706,A05786,2024-12-09,Credit,7302.16,ATM Withdrawal,Mobile App
T025707,A01757,2024-08-08,Credit,11157.65,Online Transfer,Branch
T025708,A04729,2025-04-09,Credit,27115.02,Salary Credit,Mobile App
T025709,A04844,2024-09-19,Debit,25184.22,Bill Payment,Online
T025710,A03354,2024-11-14,Debit,5267.99,Bill Payment,Online
T025711,A04297,2025-03-07,Credit,8306.15,Salary Credit,ATM
T025712,A00386,2025-04-06,Credit,14490.31,Online Transfer,Branch
T025713,A01638,2025-05-06,Debit,25213.64,Bill Payment,Branch
T025714,A06694,2025-02-13,Debit,3866.83,Bill Payment,Online
T025715,A08358,2024-09-06,Debit,25830.21,Bill Payment,Mobile App
T025716,A00164,2024-09-21,Credit,14437.05,Salary Credit,Online
T025717,A04901,2025-02-13,Credit,40601.91,Online Transfer,ATM
T025718,A05674,2025-07-12,Credit,4815.01,Bill Payment,Online
T025719,A06870,2025-05-30,Debit,20817.34,Bill Payment,ATM
T025720,A04024,2025-01-11,Credit,28248.19,Salary Credit,ATM
T025721,A04713,2025-05-14,Debit,30775.99,ATM Withdrawal,ATM
T025722,A03519,2024-08-16,Credit,30075.48,Salary Credit,ATM
T025723,A00542,2024-12-29,Debit,3017.26,Salary Credit,Online
T025724,A00729,2025-04-25,Debit,4282.11,ATM Withdrawal,Mobile App
T025725,A03929,2025-04-19,Debit,13509.4,Bill Payment,Online
T025726,A09436,2025-03-07,Debit,29656.86,Online Transfer,Branch
T025727,A06544,2025-02-04,Debit,43792.67,Bill Payment,Mobile App
T025728,A05409,2024-12-05,Debit,2840.51,ATM Withdrawal,Mobile App
T025729,A08570,2025-01-29,Credit,23839.92,Bill Payment,Mobile App
T025730,A06279,2025-02-18,Credit,21816.51,Bill Payment,ATM
T025731,A04730,2025-03-07,Debit,28212.6,Bill Payment,Branch
T025732,A00495,2025-01-23,Credit,18264.77,Bill Payment,ATM
T025733,A05398,2025-01-13,Credit,43461.15,ATM Withdrawal,Online
T025734,A09444,2025-07-20,Credit,2052.93,Online Transfer,Mobile App
T025735,A01227,2025-07-19,Debit,15950.19,ATM Withdrawal,ATM
T025736,A05251,2024-08-12,Debit,29557.82,Salary Credit,Mobile App
T025737,A09592,2024-12-16,Debit,48343.88,Salary Credit,Branch
T025738,A09448,2024-07-31,Debit,39918.56,ATM Withdrawal,Online
T025739,A01690,2025-03-17,Debit,28460.35,Online Transfer,Branch
T025740,A07232,2025-02-20,Credit,20445.25,ATM Withdrawal,Online
T025741,A09514,2025-04-23,Credit,10431.29,Online Transfer,Online
T025742,A03066,2024-08-11,Credit,27348.49,Salary Credit,ATM
T025743,A00358,2024-11-06,Debit,30987.53,ATM Withdrawal,Online
T025744,A00586,2025-02-07,Credit,4218.97,Salary Credit,ATM
T025745,A04711,2025-07-22,Credit,46300.0,ATM Withdrawal,Online
T025746,A09146,2024-08-26,Credit,16295.93,Bill Payment,Online
T025747,A09890,2025-07-09,Credit,37880.75,Salary Credit,Online
T025748,A03718,2024-10-17,Debit,44566.83,Salary Credit,ATM
T025749,A05419,2024-10-25,Credit,11946.8,Salary Credit,Mobile App
T025750,A07404,2025-06-27,Credit,8090.33,Online Transfer,ATM
T025751,A04275,2024-09-15,Credit,4102.16,Salary Credit,Online
T025752,A09016,2024-08-30,Debit,32105.17,Salary Credit,ATM
T025753,A06248,2025-02-25,Credit,8233.82,Bill Payment,Mobile App
T025754,A03249,2025-07-15,Credit,14837.27,Bill Payment,ATM
T025755,A04569,2024-11-07,Credit,20726.91,Salary Credit,ATM
T025756,A08715,2025-03-11,Debit,28319.07,Online Transfer,Mobile App
T025757,A03579,2025-03-13,Debit,25460.42,ATM Withdrawal,ATM
T025758,A01727,2024-11-21,Credit,31356.7,ATM Withdrawal,ATM
T025759,A07378,2024-07-30,Debit,18400.38,Online Transfer,ATM
T025760,A08780,2025-07-24,Debit,28621.52,ATM Withdrawal,Mobile App
T025761,A03081,2025-06-26,Credit,31077.12,ATM Withdrawal,ATM
T025762,A00246,2025-02-28,Credit,24779.65,Online Transfer,Online
T025763,A08154,2024-09-24,Credit,43406.05,Bill Payment,Mobile App
T025764,A09870,2025-06-14,Credit,13371.49,ATM Withdrawal,Mobile App
T025765,A05713,2024-12-22,Debit,11195.91,ATM Withdrawal,ATM
T025766,A09035,2025-05-26,Debit,40963.21,Bill Payment,Branch
T025767,A07818,2025-05-15,Credit,31030.82,Online Transfer,Mobile App
T025768,A04643,2025-01-05,Credit,44453.03,Online Transfer,Online
T025769,A00596,2025-03-14,Credit,9525.85,Online Transfer,ATM
T025770,A04142,2025-02-13,Debit,23316.46,Salary Credit,Online
T025771,A03724,2025-06-18,Debit,42005.56,Online Transfer,ATM
T025772,A05423,2024-10-22,Debit,40568.02,Bill Payment,ATM
T025773,A07385,2025-01-17,Credit,5632.1,Online Transfer,Online
T025774,A02957,2024-08-22,Credit,18791.53,Salary Credit,ATM
T025775,A09739,2025-07-11,Debit,13454.02,Salary Credit,ATM
T025776,A04050,2025-06-19,Credit,23686.49,Bill Payment,ATM
T025777,A01262,2024-09-19,Debit,19621.4,Online Transfer,Branch
T025778,A05010,2025-02-11,Credit,13557.94,Bill Payment,Branch
T025779,A06326,2024-09-20,Debit,17960.25,Salary Credit,Online
T025780,A04239,2025-06-06,Debit,37257.4,ATM Withdrawal,Branch
T025781,A00578,2025-06-10,Debit,38919.91,Online Transfer,Branch
T025782,A02378,2025-02-17,Debit,8981.24,ATM Withdrawal,ATM
T025783,A04278,2025-01-14,Debit,22389.03,Salary Credit,ATM
T025784,A08825,2025-03-23,Credit,12946.45,Online Transfer,Online
T025785,A02300,2025-04-07,Debit,44683.04,ATM Withdrawal,Branch
T025786,A07058,2025-05-15,Credit,46914.97,ATM Withdrawal,Branch
T025787,A03728,2024-08-30,Credit,43877.49,ATM Withdrawal,ATM
T025788,A08020,2024-10-22,Credit,22135.03,Salary Credit,Online
T025789,A06898,2024-09-19,Debit,37200.25,Salary Credit,ATM
T025790,A01841,2025-05-14,Debit,30767.22,Bill Payment,Branch
T025791,A08906,2025-05-11,Debit,43786.02,Bill Payment,ATM
T025792,A01912,2025-02-15,Debit,1243.97,Salary Credit,Mobile App
T025793,A04710,2025-06-22,Debit,32866.28,ATM Withdrawal,Online
T025794,A05611,2024-09-14,Debit,13789.77,Online Transfer,Branch
T025795,A08397,2024-08-06,Debit,42018.05,Salary Credit,Online
T025796,A03422,2025-07-03,Debit,28992.64,Bill Payment,Branch
T025797,A05665,2025-02-14,Credit,20682.3,Salary Credit,Branch
T025798,A06998,2025-06-12,Debit,31307.43,Online Transfer,Online
T025799,A02315,2024-12-30,Debit,2023.44,Online Transfer,Branch
T025800,A04510,2024-10-04,Debit,29132.37,ATM Withdrawal,Branch
T025801,A09935,2024-11-19,Debit,49494.59,Online Transfer,ATM
T025802,A00434,2025-04-11,Credit,38543.13,Salary Credit,Online
T025803,A01446,2024-08-16,Credit,21388.94,Bill Payment,Mobile App
T025804,A03886,2024-10-06,Debit,15961.51,Online Transfer,Online
T025805,A09961,2025-01-18,Credit,21735.43,Salary Credit,Branch
T025806,A06804,2025-06-15,Credit,20989.84,ATM Withdrawal,Branch
T025807,A00756,2025-04-04,Credit,40805.51,Bill Payment,ATM
T025808,A00623,2024-09-06,Debit,43882.42,Salary Credit,ATM
T025809,A01324,2025-04-16,Debit,17020.93,Salary Credit,ATM
T025810,A04473,2025-05-23,Debit,24271.99,ATM Withdrawal,Online
T025811,A07100,2025-04-03,Debit,4656.29,Salary Credit,Mobile App
T025812,A03484,2025-06-02,Debit,42233.27,Online Transfer,Online
T025813,A03902,2025-01-29,Credit,28656.37,Online Transfer,ATM
T025814,A07729,2025-02-19,Debit,19613.67,ATM Withdrawal,Online
T025815,A06963,2024-12-31,Debit,15851.53,ATM Withdrawal,ATM
T025816,A02262,2024-08-14,Credit,24519.26,Bill Payment,ATM
T025817,A06917,2025-03-04,Debit,34379.68,Bill Payment,ATM
T025818,A00456,2024-11-20,Debit,25634.82,Bill Payment,ATM
T025819,A01920,2024-08-12,Credit,31510.77,Online Transfer,Branch
T025820,A09085,2024-09-19,Credit,39805.84,Salary Credit,ATM
T025821,A02110,2025-01-06,Credit,36215.66,Online Transfer,ATM
T025822,A03872,2024-12-31,Debit,19448.72,Bill Payment,Mobile App
T025823,A09256,2025-05-05,Credit,28851.04,Online Transfer,Branch
T025824,A02670,2024-08-09,Credit,9981.53,Bill Payment,Mobile App
T025825,A08718,2025-04-11,Credit,33906.47,Online Transfer,ATM
T025826,A04838,2024-12-02,Debit,46882.89,ATM Withdrawal,Mobile App
T025827,A02064,2025-07-08,Credit,48867.78,ATM Withdrawal,ATM
T025828,A04977,2025-02-12,Credit,49991.95,Online Transfer,Mobile App
T025829,A07141,2025-04-24,Credit,7048.16,ATM Withdrawal,Online
T025830,A09856,2025-05-20,Debit,25275.68,Salary Credit,Branch
T025831,A09136,2025-03-30,Debit,13461.27,Salary Credit,Branch
T025832,A05983,2024-12-05,Credit,3089.55,Bill Payment,Online
T025833,A08533,2025-04-04,Debit,49616.16,Online Transfer,Mobile App
T025834,A05190,2025-04-23,Credit,48769.23,Online Transfer,Branch
T025835,A08906,2024-10-31,Credit,31923.06,Salary Credit,ATM
T025836,A00978,2024-11-15,Credit,18428.32,ATM Withdrawal,ATM
T025837,A06622,2024-09-27,Credit,33906.74,Bill Payment,Mobile App
T025838,A02414,2024-10-16,Credit,12714.91,Salary Credit,Online
T025839,A03288,2024-08-22,Credit,49815.23,Salary Credit,ATM
T025840,A09915,2025-04-12,Credit,36624.02,Bill Payment,Branch
T025841,A09255,2024-11-13,Credit,35041.39,ATM Withdrawal,Branch
T025842,A04424,2025-03-08,Debit,12024.72,Bill Payment,Online
T025843,A08384,2025-05-26,Debit,29151.41,Online Transfer,Mobile App
T025844,A04026,2024-12-03,Debit,4624.33,Online Transfer,Mobile App
T025845,A01704,2024-12-11,Debit,40073.85,Online Transfer,Mobile App
T025846,A07711,2025-01-21,Debit,5979.78,Bill Payment,Online
T025847,A08201,2024-11-10,Debit,35323.88,Online Transfer,Mobile App
T025848,A02040,2025-04-29,Debit,47884.78,Bill Payment,Branch
T025849,A04042,2025-03-18,Debit,3797.06,Online Transfer,Branch
T025850,A08100,2025-04-16,Debit,20108.93,Bill Payment,Online
T025851,A01456,2024-08-14,Credit,48006.96,Salary Credit,ATM
T025852,A02595,2025-02-22,Credit,33775.0,ATM Withdrawal,Online
T025853,A04653,2025-07-22,Credit,6010.59,ATM Withdrawal,Mobile App
T025854,A02477,2024-11-02,Debit,29889.3,ATM Withdrawal,Branch
T025855,A04808,2024-10-19,Debit,1770.01,Salary Credit,Mobile App
T025856,A03458,2025-03-09,Credit,32518.42,ATM Withdrawal,Online
T025857,A07841,2025-05-25,Credit,22012.17,Online Transfer,Branch
T025858,A07165,2025-05-19,Credit,44991.62,Salary Credit,Branch
T025859,A01977,2025-03-05,Credit,6646.11,Online Transfer,Online
T025860,A04863,2024-12-27,Debit,23936.09,Bill Payment,ATM
T025861,A06431,2025-02-26,Credit,23764.3,Bill Payment,ATM
T025862,A08793,2025-02-28,Debit,18978.52,ATM Withdrawal,ATM
T025863,A07855,2025-01-06,Credit,29169.86,ATM Withdrawal,Online
T025864,A03788,2025-01-09,Credit,19542.63,Salary Credit,Mobile App
T025865,A01066,2025-03-17,Debit,5673.54,Online Transfer,ATM
T025866,A01369,2024-11-28,Credit,8374.52,Bill Payment,Branch
T025867,A02195,2024-10-18,Credit,5423.27,Salary Credit,ATM
T025868,A02632,2024-07-25,Credit,7743.1,Bill Payment,Online
T025869,A05284,2025-06-01,Debit,42564.56,Salary Credit,Online
T025870,A08367,2025-01-29,Debit,9287.38,Online Transfer,ATM
T025871,A02149,2024-08-24,Credit,1670.24,Online Transfer,Online
T025872,A00312,2025-04-05,Credit,21823.69,ATM Withdrawal,ATM
T025873,A05460,2024-09-12,Debit,36819.82,ATM Withdrawal,Branch
T025874,A02552,2025-04-01,Credit,45823.01,Online Transfer,ATM
T025875,A09108,2024-12-01,Debit,15265.63,Online Transfer,ATM
T025876,A02425,2024-12-17,Credit,33377.75,Online Transfer,ATM
T025877,A02083,2024-07-24,Credit,28433.03,ATM Withdrawal,Mobile App
T025878,A09627,2025-03-12,Credit,12150.11,Online Transfer,ATM
T025879,A07550,2024-10-14,Credit,43184.17,ATM Withdrawal,Mobile App
T025880,A02571,2024-10-18,Credit,49773.16,Bill Payment,Mobile App
T025881,A09788,2024-12-12,Debit,32859.66,Bill Payment,Online
T025882,A07425,2025-04-28,Debit,39004.18,ATM Withdrawal,Mobile App
T025883,A05559,2025-03-18,Credit,34663.13,Bill Payment,Online
T025884,A05923,2025-04-23,Debit,33886.26,Bill Payment,Mobile App
T025885,A04620,2024-08-13,Credit,17279.75,Online Transfer,Mobile App
T025886,A04114,2025-03-11,Debit,42820.49,Online Transfer,Branch
T025887,A08287,2024-10-20,Credit,41907.16,Salary Credit,Mobile App
T025888,A06096,2024-09-02,Credit,28025.36,Salary Credit,Mobile App
T025889,A02693,2024-12-03,Debit,28551.45,ATM Withdrawal,Mobile App
T025890,A09775,2025-05-09,Debit,34164.41,Bill Payment,ATM
T025891,A08698,2025-05-13,Debit,25511.59,Online Transfer,ATM
T025892,A00603,2025-05-22,Debit,13238.24,Salary Credit,ATM
T025893,A01076,2025-04-20,Credit,15398.64,Online Transfer,Mobile App
T025894,A01421,2024-08-28,Credit,40724.31,Online Transfer,Branch
T025895,A04432,2024-10-11,Credit,27645.73,Bill Payment,Online
T025896,A00242,2024-12-22,Credit,3864.95,ATM Withdrawal,Online
T025897,A02878,2025-01-06,Credit,15359.54,Bill Payment,Mobile App
T025898,A08268,2025-07-12,Debit,29106.57,Salary Credit,Mobile App
T025899,A09168,2025-05-22,Credit,5790.19,Bill Payment,Online
T025900,A05941,2024-07-29,Credit,36682.84,ATM Withdrawal,ATM
T025901,A06706,2024-09-28,Credit,20590.93,Online Transfer,Mobile App
T025902,A05935,2024-08-02,Credit,45916.9,ATM Withdrawal,Mobile App
T025903,A07239,2025-03-30,Credit,38002.44,ATM Withdrawal,ATM
T025904,A02028,2025-01-07,Credit,29785.22,Salary Credit,ATM
T025905,A06280,2025-01-31,Credit,38166.74,ATM Withdrawal,ATM
T025906,A05094,2025-01-29,Debit,41143.37,Salary Credit,ATM
T025907,A06763,2024-09-03,Debit,48324.35,Online Transfer,Branch
T025908,A08547,2025-07-08,Credit,1321.02,Online Transfer,Mobile App
T025909,A01930,2025-05-28,Debit,49423.66,Bill Payment,Branch
T025910,A00927,2024-12-11,Credit,33452.9,Online Transfer,Online
T025911,A06007,2024-12-07,Debit,3682.14,Bill Payment,Mobile App
T025912,A00217,2024-10-14,Debit,7594.34,Salary Credit,Online
T025913,A08197,2025-05-20,Debit,31962.81,ATM Withdrawal,Branch
T025914,A08599,2025-06-20,Credit,23842.2,Bill Payment,ATM
T025915,A00255,2024-09-06,Debit,37332.83,Salary Credit,Online
T025916,A06757,2024-10-16,Credit,31745.49,Bill Payment,Online
T025917,A04266,2024-10-17,Debit,48064.56,ATM Withdrawal,Mobile App
T025918,A04792,2025-05-26,Debit,26527.22,ATM Withdrawal,Branch
T025919,A07696,2025-06-08,Credit,28717.27,Bill Payment,Branch
T025920,A09611,2024-11-06,Credit,266.07,Online Transfer,Branch
T025921,A00288,2025-02-09,Debit,33074.12,Online Transfer,Mobile App
T025922,A07985,2025-02-03,Debit,48413.19,Bill Payment,ATM
T025923,A00353,2025-07-11,Debit,12495.08,Bill Payment,Mobile App
T025924,A07755,2025-06-04,Credit,44512.4,Online Transfer,Branch
T025925,A04774,2025-01-28,Debit,21505.75,Online Transfer,ATM
T025926,A08095,2025-02-01,Credit,600.64,ATM Withdrawal,Branch
T025927,A06790,2025-06-12,Debit,36353.47,Salary Credit,ATM
T025928,A03997,2025-06-15,Credit,10576.39,Bill Payment,Online
T025929,A01660,2024-08-15,Debit,11883.45,ATM Withdrawal,ATM
T025930,A07610,2025-03-25,Credit,10679.72,Online Transfer,Mobile App
T025931,A07637,2024-12-24,Debit,35407.13,Bill Payment,Branch
T025932,A01234,2025-01-26,Debit,44877.13,Online Transfer,Mobile App
T025933,A00409,2025-05-13,Debit,42307.26,Salary Credit,Online
T025934,A01581,2024-12-13,Debit,42377.3,Bill Payment,Mobile App
T025935,A04166,2024-09-22,Credit,5455.9,ATM Withdrawal,Mobile App
T025936,A01240,2024-10-27,Credit,510.59,Bill Payment,Mobile App
T025937,A03547,2025-06-26,Credit,5660.7,Bill Payment,Branch
T025938,A05519,2024-11-22,Debit,33932.36,Salary Credit,Branch
T025939,A02068,2025-06-19,Debit,45696.45,Online Transfer,Mobile App
T025940,A02646,2025-07-14,Debit,17031.04,ATM Withdrawal,Online
T025941,A06941,2024-08-06,Debit,6932.34,Salary Credit,Branch
T025942,A00100,2024-09-05,Credit,18945.79,Bill Payment,Mobile App
T025943,A05022,2024-07-24,Debit,3486.63,Salary Credit,Mobile App
T025944,A03271,2024-10-27,Debit,4191.78,Online Transfer,Online
T025945,A03760,2025-04-28,Debit,40284.0,Bill Payment,ATM
T025946,A06553,2024-12-31,Debit,521.49,Online Transfer,Mobile App
T025947,A02839,2025-05-09,Debit,15704.66,ATM Withdrawal,Branch
T025948,A09755,2025-03-18,Credit,13918.75,Bill Payment,ATM
T025949,A03077,2024-07-27,Debit,2530.24,Salary Credit,ATM
T025950,A02668,2025-06-26,Debit,9149.43,Salary Credit,ATM
T025951,A09981,2025-01-18,Credit,14788.51,ATM Withdrawal,Online
T025952,A01746,2024-09-08,Debit,38283.06,Online Transfer,Online
T025953,A03682,2024-11-02,Debit,19935.28,Bill Payment,Mobile App
T025954,A00014,2025-02-16,Credit,24155.12,Salary Credit,Online
T025955,A07006,2025-07-08,Credit,29119.46,Bill Payment,Mobile App
T025956,A04528,2025-02-22,Credit,13789.87,Bill Payment,Branch
T025957,A05888,2025-04-22,Credit,14914.7,ATM Withdrawal,ATM
T025958,A06137,2025-03-25,Debit,27622.68,Online Transfer,Online
T025959,A00728,2025-04-14,Credit,42000.84,Bill Payment,Branch
T025960,A08820,2025-03-28,Debit,42521.06,Online Transfer,ATM
T025961,A04928,2025-01-09,Credit,49869.66,Bill Payment,Branch
T025962,A06466,2024-09-06,Credit,13389.75,ATM Withdrawal,Mobile App
T025963,A09771,2024-12-27,Credit,31570.34,Online Transfer,ATM
T025964,A00166,2025-04-07,Debit,12133.68,Online Transfer,ATM
T025965,A04332,2024-08-23,Credit,14163.99,ATM Withdrawal,Online
T025966,A04918,2024-09-09,Credit,2463.55,Salary Credit,ATM
T025967,A09126,2025-03-14,Credit,12168.68,Online Transfer,Branch
T025968,A01441,2024-10-22,Debit,37006.08,ATM Withdrawal,Branch
T025969,A02117,2024-08-09,Debit,10687.17,Bill Payment,Mobile App
T025970,A06369,2025-03-22,Debit,5896.84,Online Transfer,ATM
T025971,A01818,2025-06-16,Debit,5454.65,Salary Credit,ATM
T025972,A03499,2024-08-06,Debit,737.14,Bill Payment,Online
T025973,A06138,2025-04-13,Debit,14767.39,Online Transfer,Online
T025974,A09523,2025-03-20,Credit,33888.33,ATM Withdrawal,Online
T025975,A01046,2025-01-13,Credit,9578.25,Salary Credit,ATM
T025976,A03170,2024-08-25,Debit,25777.73,Bill Payment,Mobile App
T025977,A04326,2025-04-13,Debit,4759.5,Bill Payment,Mobile App
T025978,A09029,2025-05-09,Debit,1307.1,Salary Credit,Mobile App
T025979,A04390,2024-08-20,Credit,4872.47,Salary Credit,Online
T025980,A07327,2025-04-01,Debit,38816.79,Bill Payment,Mobile App
T025981,A08130,2025-04-16,Credit,25631.58,Salary Credit,Mobile App
T025982,A06373,2025-02-25,Credit,28399.47,Online Transfer,Online
T025983,A06849,2025-07-16,Debit,32009.3,Online Transfer,ATM
T025984,A00499,2025-06-11,Debit,45256.32,Salary Credit,ATM
T025985,A04249,2024-08-08,Credit,5550.2,ATM Withdrawal,Mobile App
T025986,A06788,2025-01-23,Debit,48510.47,Bill Payment,Branch
T025987,A00315,2024-09-15,Credit,44288.97,Bill Payment,Mobile App
T025988,A04905,2024-11-24,Credit,10547.23,Salary Credit,ATM
T025989,A04514,2025-06-07,Debit,34302.01,Online Transfer,Online
T025990,A01616,2024-11-12,Debit,6975.94,Salary Credit,ATM
T025991,A04062,2025-07-04,Debit,32061.18,Salary Credit,Mobile App
T025992,A06237,2025-05-25,Credit,23254.44,Online Transfer,Branch
T025993,A01427,2025-06-30,Credit,19014.98,Salary Credit,Mobile App
T025994,A00540,2024-11-25,Debit,48767.35,Bill Payment,ATM
T025995,A07381,2025-01-08,Debit,43812.8,Online Transfer,Branch
T025996,A02985,2025-02-24,Debit,39719.67,Salary Credit,Branch
T025997,A06106,2025-04-09,Debit,5554.04,Bill Payment,Online
T025998,A05034,2024-12-27,Credit,3413.0,Bill Payment,Branch
T025999,A07898,2025-06-12,Debit,638.89,ATM Withdrawal,Online
T026000,A08704,2024-12-14,Credit,16309.95,ATM Withdrawal,Online
T026001,A03315,2024-09-05,Debit,12075.88,Bill Payment,ATM
T026002,A05087,2025-01-20,Credit,34429.63,ATM Withdrawal,ATM
T026003,A04553,2025-01-02,Debit,6372.21,Online Transfer,Mobile App
T026004,A08998,2025-06-11,Credit,30605.53,Salary Credit,Mobile App
T026005,A02970,2025-04-19,Credit,10195.52,Salary Credit,Branch
T026006,A07340,2024-12-29,Credit,30052.2,Bill Payment,Mobile App
T026007,A00069,2025-03-17,Credit,22621.5,Salary Credit,Branch
T026008,A07612,2025-07-09,Debit,33247.6,Online Transfer,Branch
T026009,A08274,2024-11-22,Debit,3002.35,Salary Credit,Online
T026010,A08515,2024-11-14,Debit,6631.31,Bill Payment,Mobile App
T026011,A09170,2025-01-27,Debit,38737.55,Online Transfer,Online
T026012,A03568,2025-05-25,Debit,9440.93,ATM Withdrawal,Mobile App
T026013,A03031,2024-10-13,Debit,4264.33,Online Transfer,Online
T026014,A05387,2025-07-12,Debit,27425.17,Online Transfer,Mobile App
T026015,A09391,2024-11-17,Debit,31501.24,Online Transfer,Mobile App
T026016,A05495,2025-04-13,Debit,17595.36,Salary Credit,Branch
T026017,A07263,2024-12-10,Credit,33997.15,Online Transfer,Online
T026018,A05546,2024-09-20,Debit,23371.55,ATM Withdrawal,Online
T026019,A09301,2025-03-30,Credit,46270.43,Bill Payment,Online
T026020,A08954,2025-07-15,Credit,36976.38,Online Transfer,Mobile App
T026021,A08228,2024-12-03,Credit,42350.69,Bill Payment,Branch
T026022,A02662,2024-11-21,Credit,22476.29,ATM Withdrawal,Online
